year,month,day,time,PM,HUMI,TEMP
2015,3,25,2011,98,33,17
2015,3,25,2012,125,33,16
2015,3,25,2013,129,43,13
2015,3,25,2014,102,41,14
2015,3,25,2015,89,40,13
2015,3,25,2016,92,40,13
2015,3,26,2017,99,46,12
2015,3,26,2018,99,53,9
2015,3,26,2019,110,53,10
2015,3,26,2020,103,60,7
2015,3,26,2021,113,65,7
2015,3,26,2022,114,70,5
2015,3,26,2023,125,74,3
2015,3,26,2024,139,70,5
2015,3,26,2025,143,53,9
2015,3,26,2026,151,46,12
2015,3,26,2027,147,44,14
2015,3,26,2028,122,38,16
2015,3,26,2029,95,29,19
2015,3,26,2030,89,22,20
2015,3,26,2031,77,19,21
2015,3,26,2032,60,18,21
2015,3,26,2033,60,15,21
2015,3,26,2034,80,15,20
2015,3,26,2035,84,17,19
2015,3,26,2036,89,23,17
2015,3,26,2037,69,29,17
2015,3,26,2038,75,33,16
2015,3,26,2039,70,33,16
2015,3,26,2040,60,38,15
2015,3,27,2041,56,41,14
2015,3,27,2042,58,46,12
2015,3,27,2043,62,50,11
2015,3,27,2044,69,57,9
2015,3,27,2045,69,65,6
2015,3,27,2046,69,61,8
2015,3,27,2047,75,60,7
2015,3,27,2048,90,65,7
2015,3,27,2049,97,49,10
2015,3,27,2050,95,40,13
2015,3,27,2051,106,41,14
2015,3,27,2052,118,35,15
2015,3,27,2053,115,31,17
2015,3,27,2054,109,31,18
2015,3,27,2055,100,28,20
2015,3,27,2056,90,30,20
2015,3,27,2057,98,30,20
2015,3,27,2058,87,30,20
2015,3,27,2059,69,34,19
2015,3,27,2060,90,38,16
2015,3,27,2061,87,39,17
2015,3,27,2062,90,41,16
2015,3,27,2063,67,39,17
2015,3,27,2064,56,36,17
2015,3,28,2065,87,41,15
2015,3,28,2066,98,47,14
2015,3,28,2067,96,50,14
2015,3,28,2068,67,54,13
2015,3,28,2069,78,57,12
2015,3,28,2070,98,61,10
2015,3,28,2071,120,66,9
2015,3,28,2072,100,35,15
2015,3,28,2073,110,27,17
2015,3,28,2074,100,25,18
2015,3,28,2075,130,24,19
2015,3,28,2076,120,24,20
2015,3,28,2077,110,24,21
2015,3,28,2078,109,20,23
2015,3,28,2079,90,20,24
2015,3,28,2080,70,19,25
2015,3,28,2081,60,18,23
2015,3,28,2082,40,19,24
2015,3,28,2083,24,20,23
2015,3,28,2084,20,27,17
2015,3,28,2085,30,25,18
2015,3,28,2086,35,35,15
2015,3,28,2087,43,35,14
2015,3,28,2088,32,29,17
2015,3,29,2089,40,46,11
2015,3,29,2090,64,57,9
2015,3,29,2091,73,65,7
2015,3,29,2092,55,60,7
2015,3,29,2093,52,65,7
2015,3,29,2094,71,65,7
2015,3,29,2095,56,65,7
2015,3,29,2096,63,53,10
2015,3,29,2097,118,50,13
2015,3,29,2098,144,47,15
2015,3,29,2099,127,45,16
2015,3,29,2100,142,41,17
2015,3,29,2101,139,34,20
2015,3,29,2102,130,32,21
2015,3,29,2103,120,30,22
2015,3,29,2104,110,23,23
2015,3,29,2105,58,20,23
2015,3,29,2106,62,20,23
2015,3,29,2107,67,21,22
2015,3,29,2108,72,34,19
2015,3,29,2109,125,39,18
2015,3,29,2110,136,41,17
2015,3,29,2111,151,51,15
2015,3,29,2112,155,54,14
2015,3,30,2113,138,54,14
2015,3,30,2114,134,54,14
2015,3,30,2115,132,54,14
2015,3,30,2116,116,54,14
2015,3,30,2117,120,54,14
2015,3,30,2118,125,54,13
2015,3,30,2119,132,57,12
2015,3,30,2120,136,62,12
2015,3,30,2121,144,54,14
2015,3,30,2122,153,51,15
2015,3,30,2123,166,48,17
2015,3,30,2124,162,45,18
2015,3,30,2125,168,42,20
2015,3,30,2126,183,45,20
2015,3,30,2127,168,46,21
2015,3,30,2128,161,43,22
2015,3,30,2129,154,40,22
2015,3,30,2130,160,40,22
2015,3,30,2131,173,46,21
2015,3,30,2132,179,49,20
2015,3,30,2133,188,52,19
2015,3,30,2134,190,52,19
2015,3,30,2135,169,55,18
2015,3,30,2136,161,55,18
2015,3,31,2137,165,59,17
2015,3,31,2138,201,59,17
2015,3,31,2139,178,63,16
2015,3,31,2140,164,63,16
2015,3,31,2141,154,76,14
2015,3,31,2142,159,76,14
2015,3,31,2143,159,81,13
2015,3,31,2144,168,81,13
2015,3,31,2145,164,76,13
2015,3,31,2146,168,87,12
2015,3,31,2147,160,93,11
2015,3,31,2148,160,87,11
2015,3,31,2149,149,87,11
2015,3,31,2150,106,87,12
2015,3,31,2151,103,87,12
2015,3,31,2152,94,87,11
2015,3,31,2153,80,81,12
2015,3,31,2154,76,76,11
2015,3,31,2155,69,66,11
2015,3,31,2156,69,66,11
2015,3,31,2157,72,66,11
2015,3,31,2158,66,50,12
2015,3,31,2159,70,75,9
2015,3,31,2160,69,75,8
2015,4,1,2161,72,87,7
2015,4,1,2162,73,93,6
2015,4,1,2163,85,87,7
2015,4,1,2164,85,93,6
2015,4,1,2165,80,93,6
2015,4,1,2166,65,93,6
2015,4,1,2167,61,93,5
2015,4,1,2168,81,86,6
2015,4,1,2169,84,70,9
2015,4,1,2170,75,53,11
2015,4,1,2171,37,43,12
2015,4,1,2172,27,35,13
2015,4,1,2173,30,24,14
2015,4,1,2174,28,22,13
2015,4,1,2175,30,22,13
2015,4,1,2176,37,26,13
2015,4,1,2177,32,26,13
2015,4,1,2178,39,25,12
2015,4,1,2179,41,40,11
2015,4,1,2180,43,40,11
2015,4,1,2181,44,37,11
2015,4,1,2182,44,32,12
2015,4,1,2183,52,46,10
2015,4,1,2184,48,49,10
2015,4,2,2185,40,81,7
2015,4,2,2186,46,86,6
2015,4,2,2187,37,86,6
2015,4,2,2188,42,86,6
2015,4,2,2189,47,100,5
2015,4,2,2190,49,86,5
2015,4,2,2191,51,93,5
2015,4,2,2192,58,93,5
2015,4,2,2193,55,93,5
2015,4,2,2194,54,81,6
2015,4,2,2195,48,86,6
2015,4,2,2196,42,81,8
2015,4,2,2197,29,81,8
2015,4,2,2198,31,76,10
2015,4,2,2199,35,66,12
2015,4,2,2200,36,62,12
2015,4,2,2201,39,62,13
2015,4,2,2202,34,58,13
2015,4,2,2203,17,62,12
2015,4,2,2204,17,62,12
2015,4,2,2205,18,58,13
2015,4,2,2206,12,62,12
2015,4,2,2207,12,44,14
2015,4,2,2208,11,66,10
2015,4,3,2209,15,70,9
2015,4,3,2210,20,61,11
2015,4,3,2211,21,66,10
2015,4,3,2212,27,75,7
2015,4,3,2213,19,75,6
2015,4,3,2214,18,65,7
2015,4,3,2215,19,65,7
2015,4,3,2216,18,61,9
2015,4,3,2217,20,46,11
2015,4,3,2218,18,47,13
2015,4,3,2219,21,38,14
2015,4,3,2220,14,35,15
2015,4,3,2221,23,36,16
2015,4,3,2222,38,38,16
2015,4,3,2223,30,33,16
2015,4,3,2224,42,33,16
2015,4,3,2225,44,36,16
2015,4,3,2226,54,38,16
2015,4,3,2227,70,44,14
2015,4,3,2228,62,50,13
2015,4,3,2229,56,54,12
2015,4,3,2230,33,57,11
2015,4,3,2231,32,53,11
2015,4,3,2232,34,57,10
2015,4,4,2233,34,61,9
2015,4,4,2234,40,66,9
2015,4,4,2235,34,66,9
2015,4,4,2236,37,65,8
2015,4,4,2237,31,65,8
2015,4,4,2238,36,61,9
2015,4,4,2239,44,66,9
2015,4,4,2240,39,66,9
2015,4,4,2241,56,61,10
2015,4,4,2242,71,46,12
2015,4,4,2243,72,50,12
2015,4,4,2244,77,44,14
2015,4,4,2245,76,38,15
2015,4,4,2246,69,36,16
2015,4,4,2247,74,36,17
2015,4,4,2248,73,36,17
2015,4,4,2249,78,36,17
2015,4,4,2250,78,36,17
2015,4,4,2251,87,41,16
2015,4,4,2252,93,44,15
2015,4,4,2253,96,50,14
2015,4,4,2254,86,50,14
2015,4,4,2255,103,50,14
2015,4,4,2256,112,54,13
2015,4,5,2257,121,62,12
2015,4,5,2258,131,66,11
2015,4,5,2259,133,71,11
2015,4,5,2260,137,81,9
2015,4,5,2261,134,76,10
2015,4,5,2262,147,76,10
2015,4,5,2263,141,76,10
2015,4,5,2264,51,66,11
2015,4,5,2265,21,33,15
2015,4,5,2266,26,21,15
2015,4,5,2267,27,14,17
2015,4,5,2268,18,14,17
2015,4,5,2269,24,15,18
2015,4,5,2270,21,17,17
2015,4,5,2271,20,18,17
2015,4,5,2272,24,17,17
2015,4,5,2273,19,17,17
2015,4,5,2274,19,19,15
2015,4,5,2275,24,20,13
2015,4,5,2276,17,23,11
2015,4,5,2277,25,25,10
2015,4,5,2278,28,24,9
2015,4,5,2279,26,26,8
2015,4,5,2280,20,24,8
2015,4,6,2281,21,28,7
2015,4,6,2282,20,28,6
2015,4,6,2283,21,26,6
2015,4,6,2284,14,27,5
2015,4,6,2285,16,30,5
2015,4,6,2286,15,32,4
2015,4,6,2287,17,30,4
2015,4,6,2288,14,30,4
2015,4,6,2289,17,27,5
2015,4,6,2290,22,24,6
2015,4,6,2291,20,22,7
2015,4,6,2292,16,22,8
2015,4,6,2293,13,20,8
2015,4,6,2294,12,21,10
2015,4,6,2295,13,18,10
2015,4,6,2296,14,19,10
2015,4,6,2297,15,16,12
2015,4,6,2298,16,17,11
2015,4,6,2299,16,19,10
2015,4,6,2300,17,22,8
2015,4,6,2301,28,22,8
2015,4,6,2302,37,24,8
2015,4,6,2303,44,28,8
2015,4,6,2304,40,41,6
2015,4,7,2305,48,41,5
2015,4,7,2306,49,38,5
2015,4,7,2307,12,24,6
2015,4,7,2308,10,25,5
2015,4,7,2309,16,30,4
2015,4,7,2310,9,43,0
2015,4,7,2311,10,40,1
2015,4,7,2312,15,32,5
2015,4,7,2313,13,20,8
2015,4,7,2314,11,18,9
2015,4,7,2315,10,16,10
2015,4,7,2316,12,17,11
2015,4,7,2317,12,13,12
2015,4,7,2318,11,13,12
2015,4,7,2319,12,11,14
2015,4,7,2320,16,10,13
2015,4,7,2321,19,12,13
2015,4,7,2322,22,15,13
2015,4,7,2323,28,17,12
2015,4,7,2324,36,21,10
2015,4,7,2325,55,23,10
2015,4,7,2326,61,25,10
2015,4,7,2327,63,31,9
2015,4,7,2328,68,31,9
2015,4,8,2329,72,34,9
2015,4,8,2330,78,39,8
2015,4,8,2331,86,45,6
2015,4,8,2332,88,55,4
2015,4,8,2333,95,55,4
2015,4,8,2334,84,59,3
2015,4,8,2335,93,64,3
2015,4,8,2336,98,69,4
2015,4,8,2337,102,60,6
2015,4,8,2338,103,49,9
2015,4,8,2339,92,43,11
2015,4,8,2340,70,32,12
2015,4,8,2341,74,28,13
2015,4,8,2342,89,24,14
2015,4,8,2343,89,30,15
2015,4,8,2344,106,35,15
2015,4,8,2345,109,41,14
2015,4,8,2346,124,50,12
2015,4,8,2347,123,50,12
2015,4,8,2348,132,57,10
2015,4,8,2349,139,61,9
2015,4,8,2350,136,61,9
2015,4,8,2351,140,65,8
2015,4,8,2352,141,70,7
2015,4,9,2353,122,65,7
2015,4,9,2354,137,65,6
2015,4,9,2355,143,65,6
2015,4,9,2356,128,70,5
2015,4,9,2357,122,86,3
2015,4,9,2358,141,80,3
2015,4,9,2359,138,86,2
2015,4,9,2360,133,80,4
2015,4,9,2361,123,57,9
2015,4,9,2362,145,53,10
2015,4,9,2363,163,46,12
2015,4,9,2364,177,47,13
2015,4,9,2365,180,44,15
2015,4,9,2366,187,41,16
2015,4,9,2367,182,39,17
2015,4,9,2368,158,34,18
2015,4,9,2369,127,34,18
2015,4,9,2370,155,36,18
2015,4,9,2371,189,39,17
2015,4,9,2372,213,47,15
2015,4,9,2373,232,54,14
2015,4,9,2374,232,62,13
2015,4,9,2375,238,62,13
2015,4,9,2376,237,76,11
2015,4,10,2377,239,76,11
2015,4,10,2378,222,76,10
2015,4,10,2379,238,87,7
2015,4,10,2380,236,93,7
2015,4,10,2381,224,87,8
2015,4,10,2382,201,93,6
2015,4,10,2383,208,93,5
2015,4,10,2384,200,87,7
2015,4,10,2385,209,76,11
2015,4,10,2386,205,71,12
2015,4,10,2387,216,67,14
2015,4,10,2388,199,58,16
2015,4,10,2389,156,45,18
2015,4,10,2390,126,34,20
2015,4,10,2391,115,18,21
2015,4,10,2392,115,24,21
2015,4,10,2393,108,30,20
2015,4,10,2394,109,30,20
2015,4,10,2395,63,26,20
2015,4,10,2396,78,27,19
2015,4,10,2397,91,41,15
2015,4,10,2398,101,47,14
2015,4,10,2399,57,58,13
2015,4,10,2400,66,41,16
2015,4,11,2401,116,58,15
2015,4,11,2402,227,71,14
2015,4,11,2403,255,81,12
2015,4,11,2404,250,81,12
2015,4,11,2405,245,81,12
2015,4,11,2406,240,81,11
2015,4,11,2407,237,81,11
2015,4,11,2408,219,81,11
2015,4,11,2409,199,76,12
2015,4,11,2410,169,67,14
2015,4,11,2411,150,67,15
2015,4,11,2412,125,55,17
2015,4,11,2413,136,51,17
2015,4,11,2414,108,48,18
2015,4,11,2415,93,45,19
2015,4,11,2416,86,39,19
2015,4,11,2417,87,48,18
2015,4,11,2418,101,48,18
2015,4,11,2419,145,55,16
2015,4,11,2420,149,58,14
2015,4,11,2421,118,62,13
2015,4,11,2422,102,66,13
2015,4,11,2423,33,87,11
2015,4,11,2424,16,87,9
2015,4,12,2425,11,93,8
2015,4,12,2426,10,93,8
2015,4,12,2427,26,81,9
2015,4,12,2428,23,61,9
2015,4,12,2429,20,45,9
2015,4,12,2430,18,45,8
2015,4,12,2431,21,39,8
2015,4,12,2432,16,36,8
2015,4,12,2433,21,36,8
2015,4,12,2434,19,34,9
2015,4,12,2435,11,34,11
2015,4,12,2436,11,39,10
2015,4,12,2437,15,46,10
2015,4,12,2438,21,49,8
2015,4,12,2439,28,49,8
2015,4,12,2440,24,42,8
2015,4,12,2441,19,48,7
2015,4,12,2442,20,45,7
2015,4,12,2443,15,48,7
2015,4,12,2444,17,48,6
2015,4,12,2445,11,48,6
2015,4,12,2446,10,56,5
2015,4,12,2447,15,56,5
2015,4,12,2448,17,56,5
2015,4,13,2449,16,48,6
2015,4,13,2450,12,48,6
2015,4,13,2451,14,52,6
2015,4,13,2452,17,52,6
2015,4,13,2453,20,52,6
2015,4,13,2454,25,52,6
2015,4,13,2455,13,60,5
2015,4,13,2456,28,48,7
2015,4,13,2457,29,42,9
2015,4,13,2458,35,40,11
2015,4,13,2459,35,37,12
2015,4,13,2460,40,35,14
2015,4,13,2461,43,35,15
2015,4,13,2462,46,33,17
2015,4,13,2463,38,27,18
2015,4,13,2464,46,27,18
2015,4,13,2465,50,24,19
2015,4,13,2466,50,24,19
2015,4,13,2467,46,27,18
2015,4,13,2468,52,36,16
2015,4,13,2469,52,41,15
2015,4,13,2470,53,47,14
2015,4,13,2471,63,47,14
2015,4,13,2472,60,47,14
2015,4,14,2473,66,75,9
2015,4,14,2474,71,81,7
2015,4,14,2475,79,86,6
2015,4,14,2476,72,93,5
2015,4,14,2477,83,86,5
2015,4,14,2478,97,93,4
2015,4,14,2479,93,86,4
2015,4,14,2480,69,70,9
2015,4,14,2481,77,54,12
2015,4,14,2482,69,41,15
2015,4,14,2483,49,29,19
2015,4,14,2484,45,24,21
2015,4,14,2485,53,19,24
2015,4,14,2486,64,15,25
2015,4,14,2487,49,12,26
2015,4,14,2488,45,15,26
2015,4,14,2489,53,15,26
2015,4,14,2490,50,20,25
2015,4,14,2491,52,25,23
2015,4,14,2492,50,24,22
2015,4,14,2493,78,27,19
2015,4,14,2494,63,31,18
2015,4,14,2495,62,44,16
2015,4,14,2496,58,47,15
2015,4,15,2497,62,47,14
2015,4,15,2498,72,58,13
2015,4,15,2499,92,57,11
2015,4,15,2500,96,57,11
2015,4,15,2501,99,71,10
2015,4,15,2502,102,75,8
2015,4,15,2503,102,81,8
2015,4,15,2504,127,76,11
2015,4,15,2505,144,58,14
2015,4,15,2506,128,51,17
2015,4,15,2507,143,42,19
2015,4,15,2508,140,42,19
2015,4,15,2509,143,42,20
2015,4,15,2510,142,37,22
2015,4,15,2511,132,35,23
2015,4,15,2512,135,35,23
2015,4,15,2513,139,33,24
2015,4,15,2514,165,40,23
2015,4,15,2515,328,25,24
2015,4,15,2516,722,26,21
2015,4,15,2517,161,27,19
2015,4,15,2518,134,22,19
2015,4,15,2519,130,22,18
2015,4,15,2520,128,20,17
2015,4,16,2521,128,12,17
2015,4,16,2522,101,8,16
2015,4,16,2523,74,9,15
2015,4,16,2524,59,11,14
2015,4,16,2525,44,13,13
2015,4,16,2526,37,16,12
2015,4,16,2527,35,14,12
2015,4,16,2528,31,16,13
2015,4,16,2529,32,15,15
2015,4,16,2530,28,14,16
2015,4,16,2531,20,11,17
2015,4,16,2532,7,12,18
2015,4,16,2533,7,11,19
2015,4,16,2534,8,13,20
2015,4,16,2535,3,11,20
2015,4,16,2536,1,10,20
2015,4,16,2537,12,9,21
2015,4,16,2538,16,9,21
2015,4,16,2539,18,13,19
2015,4,16,2540,32,17,18
2015,4,16,2541,34,20,17
2015,4,16,2542,44,18,17
2015,4,16,2543,43,21,17
2015,4,16,2544,43,23,16
2015,4,17,2545,45,23,16
2015,4,17,2546,45,26,15
2015,4,17,2547,50,26,14
2015,4,17,2548,51,30,13
2015,4,17,2549,42,49,8
2015,4,17,2550,53,60,6
2015,4,17,2551,60,60,7
2015,4,17,2552,62,70,7
2015,4,17,2553,61,43,12
2015,4,17,2554,79,38,15
2015,4,17,2555,76,31,18
2015,4,17,2556,77,32,19
2015,4,17,2557,67,21,22
2015,4,17,2558,71,20,23
2015,4,17,2559,63,19,25
2015,4,17,2560,62,16,26
2015,4,17,2561,86,14,26
2015,4,17,2562,108,16,25
2015,4,17,2563,105,25,23
2015,4,17,2564,130,28,21
2015,4,17,2565,139,30,21
2015,4,17,2566,139,39,18
2015,4,17,2567,108,48,17
2015,4,17,2568,130,47,16
2015,4,18,2569,129,47,16
2015,4,18,2570,121,47,16
2015,4,18,2571,119,47,16
2015,4,18,2572,118,54,15
2015,4,18,2573,122,58,14
2015,4,18,2574,126,58,14
2015,4,18,2575,144,58,14
2015,4,18,2576,153,58,15
2015,4,18,2577,164,62,15
2015,4,18,2578,161,55,16
2015,4,18,2579,171,51,18
2015,4,18,2580,175,52,20
2015,4,18,2581,161,49,21
2015,4,18,2582,152,49,21
2015,4,18,2583,173,49,22
2015,4,18,2584,196,52,21
2015,4,18,2585,180,49,21
2015,4,18,2586,162,49,21
2015,4,18,2587,172,52,20
2015,4,18,2588,89,55,19
2015,4,18,2589,44,59,19
2015,4,18,2590,61,45,19
2015,4,18,2591,122,48,18
2015,4,18,2592,109,51,18
2015,4,19,2593,109,67,17
2015,4,19,2594,103,76,15
2015,4,19,2595,106,76,15
2015,4,19,2596,81,76,14
2015,4,19,2597,45,81,13
2015,4,19,2598,57,76,13
2015,4,19,2599,44,76,12
2015,4,19,2600,30,47,15
2015,4,19,2601,28,27,17
2015,4,19,2602,48,22,18
2015,4,19,2603,42,19,19
2015,4,19,2604,27,14,19
2015,4,19,2605,28,13,20
2015,4,19,2606,35,14,20
2015,4,19,2607,35,9,21
2015,4,19,2608,38,10,22
2015,4,19,2609,35,11,22
2015,4,19,2610,61,11,22
2015,4,19,2611,96,9,21
2015,4,19,2612,87,48,18
2015,4,19,2613,87,55,16
2015,4,19,2614,79,62,14
2015,4,19,2615,77,66,13
2015,4,19,2616,87,66,12
2015,4,20,2617,87,76,11
2015,4,20,2618,92,87,9
2015,4,20,2619,88,93,8
2015,4,20,2620,90,87,8
2015,4,20,2621,97,87,8
2015,4,20,2622,96,93,7
2015,4,20,2623,109,93,7
2015,4,20,2624,95,87,10
2015,4,20,2625,71,54,14
2015,4,20,2626,52,33,17
2015,4,20,2627,30,24,19
2015,4,20,2628,26,12,20
2015,4,20,2629,41,15,22
2015,4,20,2630,26,14,22
2015,4,20,2631,44,12,22
2015,4,20,2632,42,12,23
2015,4,20,2633,61,15,23
2015,4,20,2634,57,21,22
2015,4,20,2635,75,21,21
2015,4,20,2636,116,27,19
2015,4,20,2637,137,37,19
2015,4,20,2638,96,48,18
2015,4,20,2639,87,45,18
2015,4,20,2640,78,48,17
2015,4,21,2641,62,45,17
2015,4,21,2642,53,44,16
2015,4,21,2643,53,47,15
2015,4,21,2644,56,61,11
2015,4,21,2645,61,75,8
2015,4,21,2646,66,75,8
2015,4,21,2647,96,81,8
2015,4,21,2648,101,66,12
2015,4,21,2649,110,58,15
2015,4,21,2650,107,48,17
2015,4,21,2651,113,39,20
2015,4,21,2652,96,31,23
2015,4,21,2653,96,24,26
2015,4,21,2654,57,17,27
2015,4,21,2655,44,15,27
2015,4,21,2656,46,22,24
2015,4,21,2657,69,17,25
2015,4,21,2658,37,13,26
2015,4,21,2659,18,12,25
2015,4,21,2660,27,15,22
2015,4,21,2661,22,18,20
2015,4,21,2662,25,27,17
2015,4,21,2663,26,30,15
2015,4,21,2664,35,33,15
2015,4,22,2665,48,46,11
2015,4,22,2666,59,41,15
2015,4,22,2667,58,50,12
2015,4,22,2668,67,61,11
2015,4,22,2669,66,70,9
2015,4,22,2670,74,70,9
2015,4,22,2671,84,81,7
2015,4,22,2672,84,62,12
2015,4,22,2673,91,51,16
2015,4,22,2674,52,42,18
2015,4,22,2675,41,32,21
2015,4,22,2676,45,17,24
2015,4,22,2677,39,15,25
2015,4,22,2678,43,14,26
2015,4,22,2679,40,19,26
2015,4,22,2680,38,19,26
2015,4,22,2681,38,19,26
2015,4,22,2682,42,19,25
2015,4,22,2683,45,22,24
2015,4,22,2684,46,25,23
2015,4,22,2685,40,28,21
2015,4,22,2686,47,28,21
2015,4,22,2687,50,34,19
2015,4,22,2688,52,37,19
2015,4,23,2689,54,39,18
2015,4,23,2690,58,45,17
2015,4,23,2691,63,58,13
2015,4,23,2692,68,54,14
2015,4,23,2693,72,54,14
2015,4,23,2694,65,62,12
2015,4,23,2695,80,62,13
2015,4,23,2696,92,62,14
2015,4,23,2697,99,55,16
2015,4,23,2698,90,42,20
2015,4,23,2699,80,39,20
2015,4,23,2700,83,40,21
2015,4,23,2701,82,35,22
2015,4,23,2702,88,27,26
2015,4,23,2703,76,25,26
2015,4,23,2704,61,21,28
2015,4,23,2705,29,6,30
2015,4,23,2706,21,7,29
2015,4,23,2707,15,9,26
2015,4,23,2708,14,8,24
2015,4,23,2709,10,10,22
2015,4,23,2710,24,9,21
2015,4,23,2711,23,18,16
2015,4,23,2712,26,35,14
2015,4,24,2713,78,41,14
2015,4,24,2714,70,57,12
2015,4,24,2715,56,66,11
2015,4,24,2716,61,75,9
2015,4,24,2717,60,81,9
2015,4,24,2718,52,87,8
2015,4,24,2719,66,87,8
2015,4,24,2720,65,71,13
2015,4,24,2721,64,48,17
2015,4,24,2722,56,34,20
2015,4,24,2723,57,21,22
2015,4,24,2724,46,17,23
2015,4,24,2725,46,16,25
2015,4,24,2726,47,14,26
2015,4,24,2727,48,15,26
2015,4,24,2728,74,15,27
2015,4,24,2729,65,18,26
2015,4,24,2730,81,18,26
2015,4,24,2731,72,20,25
2015,4,24,2732,67,26,23
2015,4,24,2733,69,30,21
2015,4,24,2734,69,34,19
2015,4,24,2735,61,39,17
2015,4,24,2736,67,47,16
2015,4,25,2737,71,51,15
2015,4,25,2738,91,62,13
2015,4,25,2739,103,66,11
2015,4,25,2740,101,71,11
2015,4,25,2741,92,66,11
2015,4,25,2742,113,66,10
2015,4,25,2743,103,61,11
2015,4,25,2744,90,47,15
2015,4,25,2745,84,37,19
2015,4,25,2746,79,30,22
2015,4,25,2747,88,22,25
2015,4,25,2748,99,22,26
2015,4,25,2749,100,16,29
2015,4,25,2750,94,17,30
2015,4,25,2751,66,15,32
2015,4,25,2752,57,11,32
2015,4,25,2753,54,13,32
2015,4,25,2754,58,13,31
2015,4,25,2755,72,17,30
2015,4,25,2756,91,20,29
2015,4,25,2757,132,26,28
2015,4,25,2758,119,34,27
2015,4,25,2759,96,36,26
2015,4,25,2760,105,36,26
2015,4,26,2761,103,46,24
2015,4,26,2762,99,49,23
2015,4,26,2763,111,59,20
2015,4,26,2764,107,72,17
2015,4,26,2765,121,82,14
2015,4,26,2766,118,87,13
2015,4,26,2767,117,87,14
2015,4,26,2768,125,77,18
2015,4,26,2769,134,64,20
2015,4,26,2770,139,56,23
2015,4,26,2771,150,50,25
2015,4,26,2772,136,44,27
2015,4,26,2773,125,34,29
2015,4,26,2774,149,33,30
2015,4,26,2775,112,33,31
2015,4,26,2776,106,29,31
2015,4,26,2777,88,23,31
2015,4,26,2778,98,27,30
2015,4,26,2779,80,32,29
2015,4,26,2780,84,34,28
2015,4,26,2781,128,39,27
2015,4,26,2782,69,36,26
2015,4,26,2783,66,38,25
2015,4,26,2784,55,43,23
2015,4,27,2785,61,49,22
2015,4,27,2786,64,56,21
2015,4,27,2787,71,56,21
2015,4,27,2788,80,63,19
2015,4,27,2789,79,63,19
2015,4,27,2790,88,67,18
2015,4,27,2791,94,67,18
2015,4,27,2792,98,63,19
2015,4,27,2793,114,56,21
2015,4,27,2794,120,56,22
2015,4,27,2795,124,50,24
2015,4,27,2796,127,50,25
2015,4,27,2797,132,50,26
2015,4,27,2798,118,44,27
2015,4,27,2799,130,47,26
2015,4,27,2800,115,47,27
2015,4,27,2801,107,44,27
2015,4,27,2802,109,39,28
2015,4,27,2803,52,60,23
2015,4,27,2804,58,73,21
2015,4,27,2805,96,72,19
2015,4,27,2806,47,72,18
2015,4,27,2807,55,77,18
2015,4,27,2808,55,82,17
2015,4,28,2809,40,72,17
2015,4,28,2810,30,67,17
2015,4,28,2811,26,67,17
2015,4,28,2812,35,72,17
2015,4,28,2813,37,77,16
2015,4,28,2814,47,82,16
2015,4,28,2815,48,77,17
2015,4,28,2816,46,82,17
2015,4,28,2817,44,72,19
2015,4,28,2818,42,60,21
2015,4,28,2819,43,56,22
2015,4,28,2820,46,53,22
2015,4,28,2821,48,46,23
2015,4,28,2822,43,46,23
2015,4,28,2823,46,46,24
2015,4,28,2824,48,39,26
2015,4,28,2825,53,41,25
2015,4,28,2826,58,38,25
2015,4,28,2827,45,43,24
2015,4,28,2828,51,49,22
2015,4,28,2829,53,56,20
2015,4,28,2830,69,63,19
2015,4,28,2831,92,64,20
2015,4,28,2832,109,72,19
2015,4,29,2833,111,72,18
2015,4,29,2834,115,77,17
2015,4,29,2835,120,82,16
2015,4,29,2836,120,87,15
2015,4,29,2837,128,87,15
2015,4,29,2838,131,93,14
2015,4,29,2839,135,93,14
2015,4,29,2840,136,87,16
2015,4,29,2841,141,72,19
2015,4,29,2842,146,68,20
2015,4,29,2843,153,60,22
2015,4,29,2844,130,56,23
2015,4,29,2845,115,50,25
2015,4,29,2846,95,47,26
2015,4,29,2847,102,47,26
2015,4,29,2848,104,47,27
2015,4,29,2849,104,47,27
2015,4,29,2850,102,44,27
2015,4,29,2851,114,47,26
2015,4,29,2852,126,53,24
2015,4,29,2853,110,56,23
2015,4,29,2854,102,60,23
2015,4,29,2855,102,64,22
2015,4,29,2856,101,64,21
2015,4,30,2857,97,68,21
2015,4,30,2858,102,68,20
2015,4,30,2859,109,72,20
2015,4,30,2860,109,72,19
2015,4,30,2861,116,82,17
2015,4,30,2862,115,87,16
2015,4,30,2863,124,87,16
2015,4,30,2864,135,82,18
2015,4,30,2865,131,72,20
2015,4,30,2866,138,68,22
2015,4,30,2867,144,64,23
2015,4,30,2868,126,57,25
2015,4,30,2869,96,54,26
2015,4,30,2870,84,39,29
2015,4,30,2871,89,39,29
2015,4,30,2872,73,33,30
2015,4,30,2873,71,33,30
2015,4,30,2874,64,34,29
2015,4,30,2875,62,34,29
2015,4,30,2876,69,41,27
2015,4,30,2877,94,50,25
2015,4,30,2878,187,53,24
2015,4,30,2879,226,56,23
2015,4,30,2880,244,60,22
2015,5,1,2881,260,64,21
2015,5,1,2882,261,68,20
2015,5,1,2883,248,77,18
